0.900000, 0.328231 
0.940000, 0.374785 
1.500000, 0.612880 
1.440000, 0.633875 
1.300000, 0.662115 
1.520000, 0.601851 
1.540000, 0.588661 
1.320000, 0.635191 
0.920000, 0.286861 
1.720000, 0.513673 
1.280000, 0.660546 
1.920000, 0.435336 
1.760000, 0.507091 
1.060000, 0.502941 
1.000000, 0.456837 
1.400000, 0.628207 
1.420000, 0.628742 
0.980000, 0.491148 
1.800000, 0.480159 
1.640000, 0.562210 
1.660000, 0.555241 
1.080000, 0.557796 
1.020000, 0.522301 
1.600000, 0.581398 
1.840000, 0.458813 
1.040000, 0.540172 
1.880000, 0.444216 
0.960000, 0.389894 
1.380000, 0.627367 
1.140000, 0.605970 
1.680000, 0.531772 
1.120000, 0.570767 
1.180000, 0.628022 
2.020000, 0.385126 
1.100000, 0.588971 
1.220000, 0.606716 
1.260000, 0.629813 
1.200000, 0.626553 
1.240000, 0.633371 
2.040000, 0.381991 
1.860000, 0.449165 
1.160000, 0.575069 
1.340000, 0.641212 
1.980000, 0.401115 
1.360000, 0.648259 
1.580000, 0.584003 
1.480000, 0.621566 
1.620000, 0.571023 
1.460000, 0.618563 
1.700000, 0.533810 
1.740000, 0.506710 
1.560000, 0.588195 
1.780000, 0.491799 
2.000000, 0.392522 
1.940000, 0.417374 
1.900000, 0.437936 
1.820000, 0.478577 
1.960000, 0.412577 
2.080000, 0.368598 
2.060000, 0.369972 
0.900200, 0.242050 
1.500200, 0.625120 
0.940200, 0.417764 
0.920200, 0.438226 
1.300200, 0.627187 
1.080200, 0.529005 
1.280200, 0.670110 
0.980200, 0.362113 
1.260200, 0.625416 
1.520200, 0.597961 
1.440200, 0.636870 
1.880200, 0.449088 
1.540200, 0.601178 
1.420200, 0.645856 
1.000200, 0.497277 
1.040200, 0.521570 
1.400200, 0.642836 
1.320200, 0.648168 
1.060200, 0.499317 
1.600200, 0.579950 
1.020200, 0.499000 
1.920200, 0.431781 
1.160200, 0.617187 
1.180200, 0.627068 
1.720200, 0.518203 
1.700200, 0.534916 
1.120200, 0.588012 
1.100200, 0.551743 
1.760200, 0.509691 
1.640200, 0.555644 
1.200200, 0.600142 
1.140200, 0.576209 
1.740200, 0.514605 
1.360200, 0.622064 
1.860200, 0.456807 
1.240200, 0.619812 
1.680200, 0.532648 
0.960200, 0.380255 
1.660200, 0.550490 
1.220200, 0.635995 
1.380200, 0.627677 
1.800200, 0.482924 
1.840200, 0.465341 
2.020200, 0.387223 
1.340200, 0.630761 
1.580200, 0.579390 
1.480200, 0.616924 
1.460200, 0.621141 
2.080200, 0.356179 
1.620200, 0.560504 
1.560200, 0.586948 
1.940200, 0.415334 
1.980200, 0.399378 
2.040200, 0.377266 
1.780200, 0.485880 
2.060200, 0.372812 
1.820200, 0.463137 
1.960200, 0.407032 
2.000200, 0.394161 
1.900200, 0.432483 
0.900400, 0.344470 
0.940400, 0.382650 
0.920400, 0.400178 
1.080400, 0.539680 
1.300400, 0.634159 
1.500400, 0.622934 
1.280400, 0.646816 
1.000400, 0.513455 
0.980400, 0.392498 
1.060400, 0.554006 
1.540400, 0.593292 
1.260400, 0.635333 
1.160400, 0.584204 
1.040400, 0.502477 
1.440400, 0.629791 
1.420400, 0.651688 
1.520400, 0.599677 
1.240400, 0.628586 
1.400400, 0.645638 
1.180400, 0.642678 
1.100400, 0.570539 
1.320400, 0.648057 
1.120400, 0.593106 
1.020400, 0.487448 
1.360400, 0.623999 
0.960400, 0.479047 
1.220400, 0.625522 
1.380400, 0.637840 
1.200400, 0.629448 
1.700400, 0.520173 
1.600400, 0.587039 
1.460400, 0.621338 
1.640400, 0.546950 
1.760400, 0.501097 
1.140400, 0.567557 
1.860400, 0.454845 
1.920400, 0.430804 
1.660400, 0.554123 
1.720400, 0.508832 
1.340400, 0.623028 
1.580400, 0.581788 
1.560400, 0.585164 
1.680400, 0.535412 
1.740400, 0.497745 
1.880400, 0.440793 
1.980400, 0.395674 
1.480400, 0.600334 
1.620400, 0.560122 
2.020400, 0.396111 
1.800400, 0.477798 
1.780400, 0.487175 
1.840400, 0.461068 
1.940400, 0.416468 
2.040400, 0.382820 
2.060400, 0.374275 
1.820400, 0.475005 
1.960400, 0.408689 
2.080400, 0.361505 
2.000400, 0.387668 
1.900400, 0.433508 
0.900600, 0.268235 
0.940600, 0.427571 
1.300600, 0.638082 
0.920600, 0.348999 
1.080600, 0.561510 
0.980600, 0.439588 
1.000600, 0.504239 
1.280600, 0.618179 
0.960600, 0.363617 
1.380600, 0.629233 
1.500600, 0.606097 
1.160600, 0.583697 
1.040600, 0.428171 
1.060600, 0.574912 
1.660600, 0.539076 
1.540600, 0.606182 
1.420600, 0.621734 
1.260600, 0.622727 
1.100600, 0.592004 
1.440600, 0.636211 
1.360600, 0.617711 
1.140600, 0.576115 
1.220600, 0.622907 
1.180600, 0.621451 
1.640600, 0.564848 
1.020600, 0.515373 
1.340600, 0.642435 
1.520600, 0.582765 
1.240600, 0.626869 
1.400600, 0.644140 
1.200600, 0.607528 
1.120600, 0.556936 
1.320600, 0.628626 
1.600600, 0.568658 
1.700600, 0.539091 
1.460600, 0.616901 
1.680600, 0.535298 
1.580600, 0.577094 
1.560600, 0.588344 
1.760600, 0.494131 
1.620600, 0.559662 
1.740600, 0.494083 
1.920600, 0.438393 
1.860600, 0.442349 
1.720600, 0.513235 
1.480600, 0.615597 
1.880600, 0.440199 
1.980600, 0.401943 
2.080600, 0.357612 
2.020600, 0.390294 
1.800600, 0.486394 
1.780600, 0.478379 
2.000600, 0.387934 
1.940600, 0.415585 
2.060600, 0.370902 
1.840600, 0.446068 
2.040600, 0.377867 
1.820600, 0.462126 
1.960600, 0.409684 
1.900600, 0.424836 
0.900800, 0.235539 
0.940800, 0.390327 
1.080800, 0.568757 
0.920800, 0.433779 
1.300800, 0.649564 
0.980800, 0.412799 
1.660800, 0.544280 
1.000800, 0.488249 
1.380800, 0.646554 
0.960800, 0.453765 
1.240800, 0.635974 
1.040800, 0.498083 
1.160800, 0.591025 
1.280800, 0.621570 
1.440800, 0.644272 
1.100800, 0.583897 
1.140800, 0.596926 
1.640800, 0.548152 
1.020800, 0.511630 
1.500800, 0.617441 
1.060800, 0.530063 
1.600800, 0.564410 
1.420800, 0.638999 
1.340800, 0.637133 
1.540800, 0.596571 
1.220800, 0.647798 
1.260800, 0.661103 
1.620800, 0.555185 
1.180800, 0.609562 
1.360800, 0.649390 
1.200800, 0.627271 
1.320800, 0.650478 
1.120800, 0.562121 
1.400800, 0.627474 
1.460800, 0.619808 
