1.400000, 0.432090 
1.460000, 0.290206 
1.420000, 0.399767 
1.440000, 0.268575 
1.480000, 0.317311 
1.520000, 0.351694 
1.500000, 0.487593 
1.540000, 0.363546 
1.560000, 0.890873 
1.580000, 0.391553 
1.620000, 0.414203 
1.640000, 0.451478 
1.600000, 0.380251 
1.720000, 0.589311 
1.660000, 0.489732 
1.680000, 0.528890 
1.700000, 0.701535 
1.740000, 0.593165 
1.760000, 0.758395 
1.780000, 0.774527 
1.820000, 0.949743 
1.800000, 0.766720 
1.860000, 1.041074 
1.460200, 0.289410 
1.900000, 0.937723 
1.840000, 0.910244 
1.400200, 0.432761 
1.920000, 0.994258 
1.880000, 0.937858 
1.980000, 1.151378 
1.940000, 1.040093 
1.960000, 1.134478 
1.420200, 0.326268 
2.020000, 1.134288 
2.040000, 1.126466 
2.000000, 1.238174 
1.560200, 0.892295 
1.480200, 0.328853 
1.440200, 0.269077 
1.500200, 0.498241 
1.540200, 0.357390 
2.060000, 1.249333 
1.520200, 0.352532 
2.080000, 1.262691 
1.580200, 0.397529 
2.120000, 1.190771 
2.100000, 1.304505 
1.600200, 0.371556 
2.180000, 1.078177 
1.680200, 0.821094 
2.140000, 1.209926 
1.640200, 0.428572 
2.240000, 1.030812 
2.160000, 0.996790 
1.720200, 0.820973 
1.620200, 0.414447 
2.260000, 0.953511 
1.780200, 0.858227 
2.200000, 1.062587 
1.700200, 0.547159 
2.220000, 1.045697 
1.660200, 0.488159 
1.740200, 0.842176 
2.280000, 0.945861 
1.760200, 0.626940 
2.340000, 0.769539 
1.460400, 0.774387 
1.800200, 0.815971 
1.920200, 1.001209 
2.360000, 0.719397 
1.820200, 0.755755 
2.320000, 0.700810 
1.860200, 1.061196 
1.400400, 0.505150 
2.300000, 0.822454 
2.380000, 0.738038 
2.400000, 0.762703 
1.900200, 1.026204 
1.840200, 1.075370 
2.420000, 0.661946 
1.880200, 1.171092 
2.440000, 0.626064 
2.460000, 0.657329 
1.480400, 1.238843 
1.960200, 1.057195 
2.480000, 0.640312 
1.500400, 0.537398 
1.420400, 0.348859 
2.540000, 0.533555 
2.500000, 0.555954 
2.040200, 1.212667 
1.940200, 1.131815 
1.980200, 1.160286 
1.440400, 0.315644 
1.560400, 0.701043 
2.520000, 0.519814 
2.000200, 1.160573 
2.600000, 0.533062 
2.020200, 1.610663 
2.560000, 0.502872 
2.060200, 1.294339 
2.680000, 0.413462 
2.580000, 0.504940 
1.540400, 0.472214 
1.520400, 0.465335 
2.700000, 0.402163 
2.660000, 0.416335 
2.640000, 0.464490 
2.080200, 1.413052 
2.620000, 0.510271 
1.620400, 0.592745 
1.640400, 0.662899 
2.140200, 1.284804 
2.120200, 1.110253 
1.680400, 0.847647 
2.180200, 1.010501 
1.660400, 0.488072 
2.100200, 1.221110 
1.780400, 0.869188 
2.800000, 0.344198 
1.600400, 0.809148 
2.160200, 1.122981 
2.760000, 0.367249 
2.720000, 0.360757 
1.720400, 0.829595 
1.580400, 0.854260 
2.740000, 0.366931 
2.240200, 0.903927 
2.820000, 0.334663 
2.280200, 0.849821 
2.780000, 0.369294 
2.860000, 0.325466 
2.840000, 0.337442 
1.700400, 0.545602 
2.200200, 1.019529 
2.260200, 0.923782 
2.220200, 1.034861 
1.460600, 0.630273 
1.740400, 0.756755 
2.880000, 0.299958 
2.300200, 0.851624 
1.400600, 0.504920 
2.900000, 0.326279 
